treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_GR_Diety_Helm",1,0,0,0,0,0,0,0
new treasuretable "DEN_Entrance_Trade"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Ilmater",1,0,0,0,0,0,0,0
new treasuretable "FOR_SchoolOgre_DeadTiefling"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Jergal",1,0,0,0,0,0,0,0
new treasuretable "UND_MycoVillage_DeadDrowHermit"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Kelemvor",1,0,0,0,0,0,0,0
new treasuretable "MOO_InfernalTrader_Trade"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Kereska",1,0,0,0,0,0,0,0
new treasuretable "UND_Duergar_Raft_Chest"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Laduguer",1,0,0,0,0,0,0,0
new treasuretable "TWN_ZealousAssistant1_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Lathander",1,0,0,0,0,0,0,0
new treasuretable "UND_DrowResupply_Chest"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Lolth",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_MerregonTreasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Loviatar",1,0,0,0,0,0,0,0
new treasuretable "FOR_UnfortunateGnome_Backpack"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Maglubiyet",1,0,0,0,0,0,0,0
new treasuretable "LOW_MusicTrader"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Mielikki",1,0,0,0,0,0,0,0
new treasuretable "HAV_Meenlock_Reward"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Milil",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_4_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Moradin",1,0,0,0,0,0,0,0
new treasuretable "HAG_GurHunter_Backpack"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Myrkul",1,0,0,0,0,0,0,0
new treasuretable "DEN_Weaponsmith_Trade"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Mystra",1,0,0,0,0,0,0,0
new treasuretable "UND_Tower_AmuletDetectThoughts_Chest"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Oghma",1,0,0,0,0,0,0,0
new treasuretable "MOO_KethhericPersonalBelonging_Chest"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Selune",1,0,0,0,0,0,0,0
new treasuretable "SHA_Necromancer_Golem"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Shar",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidLeader_Chest"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Silvanus",1,0,0,0,0,0,0,0
new treasuretable "SCL_AasimarSurvivor_Chest"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Talos",1,0,0,0,0,0,0,0
new treasuretable "UND_PetrifiedDrow_Drow_Commander"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Tempus",1,0,0,0,0,0,0,0
new treasuretable "WYR_SharessCaress_Bartender_Trade_Potent"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Tiamat",1,0,0,0,0,0,0,0
new treasuretable "SCL_HarperAmbush_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Tymora",1,0,0,0,0,0,0,0
new treasuretable "UND_SeluneOutpost_Paladin_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Tyr",1,0,0,0,0,0,0,0
new treasuretable "LOW_BlushingMermaid_Barkeep"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Umberlee",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_2_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Vlaakith",1,0,0,0,0,0,0,0
new treasuretable "CHA_Exterior_Bandit_Caster"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Waukeen",1,0,0,0,0,0,0,0
new treasuretable "CRA_LaezelCager1"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_SecondWind",1,0,0,0,0,0,0,0
new treasuretable "CRA_LaezelCager2"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ActOneKeys",1,0,0,0,0,0,0,0
new treasuretable "CHA_Exterior_Bandit_Leader"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MusicTools",1,0,0,0,0,0,0,0
new treasuretable "CHA_Exterior_Bandit_Melee"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MuddyonHit",1,0,0,0,0,0,0,0
new treasuretable "CHA_Exterior_Bandit_Ranger"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ClubHillGiantStrength",1,0,0,0,0,0,0,0
new treasuretable "DEN_GoblinRaider_Captain"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_LavaImmune",1,0,0,0,0,0,0,0
new treasuretable "DEN_Hag_Chest_Potions"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_HPBoost",1,0,0,0,0,0,0,0
new treasuretable "DEN_Harpy_HiddenChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_KionDamaged",1,0,0,0,0,0,0,0
new treasuretable "DEN_Harpy_Nest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_LavaPool",1,0,0,0,0,0,0,0
new treasuretable "DEN_Mol"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_GustofWind",1,0,0,0,0,0,0,0
new treasuretable "FOR_Goblin_OverlookChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_CausticBulb",1,0,0,0,0,0,0,0
new treasuretable "FOR_UnfortunateGnome_MillCellarChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_GiantWetAllergy",1,0,0,0,0,0,0,0
new treasuretable "FOR_Village_SleepingBugbear"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_PotionofSpeed",1,0,0,0,0,0,0,0
new treasuretable "GOB_PriestChanber_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_BrandedWealth",1,0,0,0,0,0,0,0
new treasuretable "GOB_WolfPens_BeastmasterTreasure"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MindReadingPotion",1,0,0,0,0,0,0,0
new treasuretable "MOO_BugBearVendor_PrivateStash"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_Fly",1,0,0,0,0,0,0,0
new treasuretable "ORI_Wyll_Infernal_Rapier"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ringofvalue_5000",1,0,0,0,0,0,0,0
new treasuretable "PLA_Confiscated_Jewelry"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ForbiddenKnowledgePack",1,0,0,0,0,0,0,0
new treasuretable "PLA_Karlach_Backpack"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_GaseousForm",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentarimTrader_Extra"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_HPBrandedBoost",1,0,0,0,0,0,0,0
new treasuretable "SCL_CursedKuoToa_Champion"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_BrandedTadpole",1,0,0,0,0,0,0,0
new treasuretable "SCL_DarkShamblingMound"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MoonlightButterflies",1,0,0,0,0,0,0,0
new treasuretable "SCL_HospitalFakeOffice"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_KarabasansPoison",1,0,0,0,0,0,0,0
new treasuretable "SCL_HospitalMorgueFinalChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ArmorBoostLeveled",1,0,0,0,0,0,0,0
new treasuretable "SCL_MasonGuild_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MeleeFire_SpellChill",1,0,0,0,0,0,0,0
new treasuretable "SCL_MorgueHiddenCliff_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ArmorOnDamage",1,0,0,0,0,0,0,0
new treasuretable "SCL_ShadowMastiffs_TrueSoulCorpse"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_SecondWind",1,0,0,0,0,0,0,0
new treasuretable "SCL_GraveyardNecromancerPreparation_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_IceSpell",1,0,0,0,0,0,0,0
new treasuretable "SCL_TollHouseExplorationChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_JumpBoost",1,0,0,0,0,0,0,0
new treasuretable "TWN_TollCollector_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_HillGiantStrength",1,0,0,0,0,0,0,0
new treasuretable "SHA_AcademyAltar_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_CounterSpell",1,0,0,0,0,0,0,0
new treasuretable "TWN_Brewer_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ShrinkonBurning",1,0,0,0,0,0,0,0
new treasuretable "TWN_ZealousAssistant2_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_SuperiorHealing",1,0,0,0,0,0,0,0
new treasuretable "UND_Bulette"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_SussurTreeBark",1,0,0,0,0,0,0,0
new treasuretable "UND_DeepGnome_Dead_TreasureNearMyco"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ThrowRocks",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_GargoyleTrap_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_ParalyzeStrikes",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_TrappedChasmChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_PunchAndKick",1,0,0,0,0,0,0,0
new treasuretable "UND_KuoToa_MushroomChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MovementSpeed",1,0,0,0,0,0,0,0
new treasuretable "UND_Minotaur_Unarmed"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_WildSpeak",1,0,0,0,0,0,0,0
new treasuretable "UND_SocietyOfBrilliance_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_MindFlayerTadpole",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_ExecutedDrow_B"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_WetPuddle",1,0,0,0,0,0,0,0
new treasuretable "WYR_Bridge_Trader_Art"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_CloudStrength",1,0,0,0,0,0,0,0
new treasuretable "WYR_Circus_Ringmaster_Chest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_SanguineExplosives",1,0,0,0,0,0,0,0
new treasuretable "WYR_Ironhand_Merchant"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_DimensionDoor",1,0,0,0,0,0,0,0
new treasuretable "WYR_OrinsImpersonation_Smith"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_RampartForce",1,0,0,0,0,0,0,0
new treasuretable "WYR_WyrmsCastle_Banites_OpulentChest"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_VariedWealth",1,0,0,0,0,0,0,0
new treasuretable "LOW_Grotto_ShadowheartFriend"
CanMerge 1
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_BarbariansMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_BardsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_GeneralsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_MotherSuperiorsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_ThiefsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_WizardsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss",1,0,0,0,0,0,0,0
new treasuretable "GR_HB_Bag_RingsOfLoss"
CanMerge 1
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_BarbariansMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_BardsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_GeneralsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_MotherSuperiorsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_ThiefsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss_WizardsMemory",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_Granny_Loot_Ring_MirrorOfLoss",1,0,0,0,0,0,0,0
new treasuretable "GR_BagFilledWithPoop"
CanMerge 1
new subtable "5,1"
object category "I_GRI_Poop_A_Throwable",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "I_GRI_Unicorn_Poop_A_Throwable",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_Trader_Utility"
CanMerge 1
new subtable "-1"
object category "I_Granny_PooToss_Ring",1,0,0,0,0,0,0,0
new treasuretable "UND_SocietyOfBrilliance_Hobgoblin"
CanMerge 1
new subtable "-1"
object category "I_GLR_ButterflyRing_LightningSpell",1,0,0,0,0,0,0,0
new treasuretable "UND_SeluneOutpost_Treasure"
CanMerge 1
new subtable "-1"
object category "I_GR_Diety_Yondalla",1,0,0,0,0,0,0,0
new treasuretable "FOR_Courier"
CanMerge 1
new subtable "-1"
object category "I_GRI_Longstrider_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable " PLA_ZhentarimTrader_Extra"
CanMerge 1
new subtable "-1"
object category "I_GRI_Action_Surge_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable "LOW_SorcerousSundries_Trade_Magic"
CanMerge 1
new subtable "-1"
object category "I_GRI_Hexblade_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable "LOW_RecoverRakathsGold_QuestReward"
CanMerge 1
new subtable "-1"
object category "I_GR_Wildheart_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_CorpseTender"
CanMerge 1
new subtable "-1"
object category "I_GRI_RareBrandedSpell_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable "CRE_Expeditioner_Trade"
CanMerge 1
new subtable "-1"
object category "I_GRI_WeaponBond_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable "CRE_GithQuartermistress_Trade"
CanMerge 1
new subtable "-1"
object category "I_GRI_Murderous_Ring_Jan13",1,0,0,0,0,0,0,0
new treasuretable "UND_SocietyOfBrilliance_Mindflayer"
CanMerge 1
new treasuretable "HAV_HarperQuarterMaster_Magic_Trade"
CanMerge 1
new treasuretable "HAV_Thiefling_Trade"
CanMerge 1
new treasuretable "SHA_MerregonTrader"
CanMerge 1
new treasuretable "WYR_Thiefling_Trade"
CanMerge 1
new treasuretable "WYR_SharessCaress_Bartender_Trade"
CanMerge 1
new treasuretable "WYR_Circus_KoboldMerchant_Magic"
CanMerge 1
new treasuretable "LOW_Weaponsmith_Trade"
CanMerge 1
new treasuretable "LOW_SteepsTrader_Weapons"
CanMerge 1
new treasuretable "LOW_SteepsTrader_Armor"
CanMerge 1
new treasuretable "LOW_MysticCarrion_Trade_Magic"
CanMerge 1
new treasuretable "LOW_Figaro_Trade"
CanMerge 1
new treasuretable "LOW_MurderTribunal_Merchant"
CanMerge 1
new treasuretable "LOW_SteepsTrader_BooksAndScrolls"
CanMerge 1
new treasuretable "LOW_Prison_Rat"
CanMerge 1
new treasuretable "LOW_StormshoreTabernacle_Guardian"
CanMerge 1
new treasuretable "LOW_Yenna_SoupTrader"
CanMerge 1
new treasuretable "BGO_MagicArmor_FlamingFist_Armory"
CanMerge 1
new treasuretable "LOW_CazadorsPalace_Crypt_Treasure"
CanMerge 1
new treasuretable "LOW_Legendary_HoH_Treasure"
CanMerge 1
new treasuretable "LOW_Legendary_Raphael_Treasure"
CanMerge 1
new treasuretable "LOW_Legendary_Incubus_Treasure"
CanMerge 1
new treasuretable "WYR_Legendary_Gortash_Treasure"
CanMerge 1
new treasuretable "LOW_SteelwatcherTitan_Legendary_Bow_Treasure"
CanMerge 1
new treasuretable "WYR_Dragon_Legendary_Trident_Treasure"
CanMerge 1
new treasuretable "Legendary_Trident_Treasure"
CanMerge 1
new treasuretable "Legendary_DualWielder_Treasure"
CanMerge 1
new treasuretable "SHA_OrthonTreasure_Legendary_Greatsword_Treasure"
CanMerge 1
new treasuretable "WYR_ArmouryQuartermaster"
CanMerge 1
new treasuretable "LOW_Cazador_Trapped_Coffin"
CanMerge 1
new treasuretable "LOW_Sewers_ForsakenSkull"
CanMerge 1
new treasuretable "LOW_WQH_AllandraChest"
CanMerge 1
new treasuretable "INT_Orpheus_Treasure"
CanMerge 1
new treasuretable "LOW_Sarevok_Treasure"
CanMerge 1
new treasuretable "LOW_CazadorPalace_DeadGirlChest_Treasure"
CanMerge 1
new treasuretable "LOW_HOH_HopeLoot_Treasure"
CanMerge 1
new treasuretable "SCL_SHA_TadpoledSkeleton_Treasure"
CanMerge 1
new treasuretable "LOW_DeathKnight_Weak_Treasure_1"
CanMerge 1
new treasuretable "LOW_DeathKnight_Weak_Treasure_2"
CanMerge 1
new treasuretable "LOW_DeathKnight_Elite_Treasure"
CanMerge 1
new treasuretable "LOW_DevilForge_Cellar_Treasure"
CanMerge 1
new treasuretable "ORI_Wyll_Infernal_Robe"
CanMerge 1
new treasuretable "DEN_Thieflings_Pickpocket_Trade"
CanMerge 1
new treasuretable "FOR_DeathOfATrueSoul_SeluneStash"
CanMerge 1
